feature_type,task,model,eval,n_folds_base40,acc_mean_base40,acc_ci95_low_base40,acc_ci95_high_base40,f1_mean_base40,f1_ci95_low_base40,f1_ci95_high_base40,n_folds_wideband,acc_mean_wideband,acc_ci95_low_wideband,acc_ci95_high_wideband,f1_mean_wideband,f1_ci95_low_wideband,f1_ci95_high_wideband
erp,category,lr_mean_std,LOSO_NULL,16,0.5522217379947874,0.48482187246253783,0.616641622683989,0.47185923240304517,0.422950900015221,0.5183310086445563,16,0.5522217379947874,0.48482187246253783,0.616641622683989,0.47185923240304517,0.422950900015221,0.5183310086445563
erp,complexity,lr_mean_std,LOSO_NULL,16,0.4085819135374849,0.3356479467317488,0.4774412354814576,0.3210403056781975,0.2609589838793487,0.3800063845977606,16,0.4085819135374849,0.3356479467317488,0.4774412354814576,0.3210403056781975,0.2609589838793487,0.3800063845977606
erp,manner,lr_mean_std,LOSO_NULL,16,0.6330859302054155,0.5672270264355743,0.6945621972747431,0.5026946473924464,0.45946576071283196,0.5379953396009273,16,0.6330859302054155,0.5672270264355743,0.6945621972747431,0.5026946473924464,0.45946576071283196,0.5379953396009273
erp,phoneme_identity,lr_mean_std,LOSO_NULL,16,0.10439486554881107,0.0875026624425315,0.12208233709847766,0.0739979545030495,0.060389766781173276,0.08853137128487314,16,0.10439486554881107,0.0875026624425315,0.12208233709847766,0.0739979545030495,0.060389766781173276,0.08853137128487314
erp,place,lr_mean_std,LOSO_NULL,16,0.5180887896825397,0.4963277157738095,0.5382277777777779,0.4621253547290253,0.429730445503997,0.4914037107763172,16,0.5180887896825397,0.4963277157738095,0.5382277777777779,0.4621253547290253,0.429730445503997,0.4914037107763172
erp,voicing,lr_mean_std,LOSO_NULL,16,0.5035590277777777,0.4762152777777778,0.5324652777777777,0.42985313985301543,0.4044980317330514,0.45705203304414405,16,0.5035590277777777,0.4762152777777778,0.5324652777777777,0.42985313985301543,0.4044980317330514,0.45705203304414405
